Participant_ID,File_Name,Session,List,Type_Trial,Trial_Nbr,Target,RT,Response_Trial,Comment,Date_Correction,Assessor_Name,Processed
56b10,56b10_session2_lista_naming_trial001_peg.wav,2,a,naming,1,peg,1791,correct,NA,Jan 20 2023 10:22:49,Agnieszka,1
56b10,56b10_session2_lista_naming_trial002_sword.wav,2,a,naming,2,sword,938,correct,NA,Jan 20 2023 10:22:58,Agnieszka,1
56b10,56b10_session2_lista_naming_trial003_pepper.wav,2,a,naming,3,pepper,1240,correct,NA,Jan 20 2023 10:23:11,Agnieszka,1
56b10,56b10_session2_lista_naming_trial004_onion.wav,2,a,naming,4,onion,1119,correct,NA,Jan 20 2023 10:23:19,Agnieszka,1
56b10,56b10_session2_lista_naming_trial005_clown.wav,2,a,naming,5,clown,1004,correct,NA,Jan 20 2023 10:23:32,Agnieszka,1
56b10,56b10_session2_lista_naming_trial006_rocket.wav,2,a,naming,6,rocket,1020,correct,NA,Jan 20 2023 10:23:56,Agnieszka,1
56b10,56b10_session2_lista_naming_trial007_tambourine.wav,2,a,naming,7,tambourine,1336,correct,NA,Jan 20 2023 10:24:52,Agnieszka,1
56b10,56b10_session2_lista_naming_trial008_limo.wav,2,a,naming,8,limo,-1,wrong_word,NA,Jan 20 2023 10:25:39,Agnieszka,1
56b10,56b10_session2_lista_naming_trial009_sausage.wav,2,a,naming,9,sausage,1119,correct,NA,Jan 20 2023 10:25:49,Agnieszka,1
56b10,56b10_session2_lista_naming_trial010_candle.wav,2,a,naming,10,candle,954,correct,NA,Jan 20 2023 10:25:57,Agnieszka,1
56b10,56b10_session2_lista_naming_trial011_comb.wav,2,a,naming,11,comb,1030,correct,NA,Jan 20 2023 10:26:04,Agnieszka,1
56b10,56b10_session2_lista_naming_trial012_dress.wav,2,a,naming,12,dress,992,correct,NA,Jan 20 2023 10:26:15,Agnieszka,1
56b10,56b10_session2_lista_naming_trial013_submarine.wav,2,a,naming,13,submarine,1743,correct,NA,Jan 20 2023 10:26:23,Agnieszka,1
56b10,56b10_session2_lista_naming_trial014_ghost.wav,2,a,naming,14,ghost,1078,correct,NA,Jan 20 2023 10:26:49,Agnieszka,1
56b10,56b10_session2_lista_naming_trial015_fireplace.wav,2,a,naming,15,fireplace,1103,correct,NA,Jan 20 2023 10:26:59,Agnieszka,1
56b10,56b10_session2_lista_naming_trial016_donkey.wav,2,a,naming,16,donkey,1145,correct,NA,Jan 20 2023 10:27:19,Agnieszka,1
56b10,56b10_session2_lista_naming_trial017_bike.wav,2,a,naming,17,bike,-1,wrong_word,NA,Jan 20 2023 10:27:30,Agnieszka,1
56b10,56b10_session2_lista_naming_trial018_crab.wav,2,a,naming,18,crab,1004,correct,NA,Jan 20 2023 10:27:39,Agnieszka,1
56b10,56b10_session2_lista_naming_trial019_curtain.wav,2,a,naming,19,curtain,1068,correct,NA,Jan 20 2023 10:27:48,Agnieszka,1
56b10,56b10_session2_lista_naming_trial020_compass.wav,2,a,naming,20,compass,1479,correct,NA,Jan 20 2023 10:28:00,Agnieszka,1
56b10,56b10_session2_lista_naming_trial021_saw.wav,2,a,naming,21,saw,1380,correct,NA,Jan 20 2023 10:28:08,Agnieszka,1
56b10,56b10_session2_lista_naming_trial022_bear.wav,2,a,naming,22,bear,1240,correct,NA,Jan 20 2023 10:28:16,Agnieszka,1
56b10,56b10_session2_lista_naming_trial023_bottle.wav,2,a,naming,23,bottle,1065,correct,NA,Jan 20 2023 10:28:23,Agnieszka,1
56b10,56b10_session2_lista_naming_trial024_kite.wav,2,a,naming,24,kite,1068,correct,NA,Jan 20 2023 10:28:32,Agnieszka,1
56b10,56b10_session2_lista_naming_trial025_key.wav,2,a,naming,25,key,1336,correct,NA,Jan 20 2023 10:28:41,Agnieszka,1
56b10,56b10_session2_lista_naming_trial026_bell.wav,2,a,naming,26,bell,1208,correct,NA,Jan 20 2023 10:28:49,Agnieszka,1
56b10,56b10_session2_lista_naming_trial027_wall.wav,2,a,naming,27,wall,-1,wrong_word,NA,Jan 20 2023 10:29:03,Agnieszka,1
56b10,56b10_session2_lista_naming_trial028_rose.wav,2,a,naming,28,rose,1068,correct,NA,Jan 20 2023 10:29:19,Agnieszka,1
56b10,56b10_session2_lista_naming_trial029_fox.wav,2,a,naming,29,fox,1212,correct,NA,Jan 20 2023 10:29:28,Agnieszka,1
56b10,56b10_session2_lista_naming_trial030_kangaroo.wav,2,a,naming,30,kangaroo,1275,correct,NA,Jan 20 2023 10:29:37,Agnieszka,1
56b10,56b10_session2_lista_naming_trial031_teacher.wav,2,a,naming,31,teacher,1275,correct,NA,Jan 20 2023 10:29:46,Agnieszka,1
56b10,56b10_session2_lista_naming_trial032_mouth.wav,2,a,naming,32,mouth,1100,correct,NA,Jan 20 2023 10:29:58,Agnieszka,1
56b10,56b10_session2_lista_naming_trial033_fairy.wav,2,a,naming,33,fairy,1071,correct,NA,Jan 20 2023 10:30:05,Agnieszka,1
56b10,56b10_session2_lista_naming_trial034_tiger.wav,2,a,naming,34,tiger,1306,correct,NA,Jan 20 2023 10:30:13,Agnieszka,1
56b10,56b10_session2_lista_naming_trial035_ear.wav,2,a,naming,35,ear,947,correct,NA,Jan 20 2023 10:30:22,Agnieszka,1
56b10,56b10_session2_lista_naming_trial036_olive.wav,2,a,naming,36,olive,1027,correct,NA,Jan 20 2023 10:30:33,Agnieszka,1
56b10,56b10_session2_lista_naming_trial037_lighter.wav,2,a,naming,37,lighter,1091,correct,NA,Jan 20 2023 10:30:44,Agnieszka,1
56b10,56b10_session2_lista_naming_trial038_sweet.wav,2,a,naming,38,sweet,979,correct,NA,Jan 20 2023 10:31:00,Agnieszka,1
56b10,56b10_session2_lista_naming_trial039_tunnel.wav,2,a,naming,39,tunnel,1065,correct,NA,Jan 20 2023 10:31:11,Agnieszka,1
56b10,56b10_session2_lista_naming_trial040_robot.wav,2,a,naming,40,robot,1011,correct,NA,Jan 20 2023 10:31:21,Agnieszka,1
56b10,56b10_session2_lista_naming_trial041_pocket.wav,2,a,naming,41,pocket,1724,correct,NA,Jan 20 2023 10:31:29,Agnieszka,1
56b10,56b10_session2_lista_naming_trial042_bus.wav,2,a,naming,42,bus,1075,correct,NA,Jan 20 2023 10:31:37,Agnieszka,1
56b10,56b10_session2_lista_naming_trial043_sun.wav,2,a,naming,43,sun,915,correct,NA,Jan 20 2023 10:31:47,Agnieszka,1
56b10,56b10_session2_lista_naming_trial044_pear.wav,2,a,naming,44,pear,1183,correct,NA,Jan 20 2023 10:31:54,Agnieszka,1
56b10,56b10_session2_lista_naming_trial045_gym.wav,2,a,naming,45,gym,1326,correct,NA,Jan 20 2023 10:32:00,Agnieszka,1
56b10,56b10_session2_lista_naming_trial046_suit.wav,2,a,naming,46,suit,1116,correct,NA,Jan 20 2023 10:32:15,Agnieszka,1
56b10,56b10_session2_lista_naming_trial047_bib.wav,2,a,naming,47,bib,1068,correct,NA,Jan 20 2023 10:32:26,Agnieszka,1
56b10,56b10_session2_lista_naming_trial048_fence.wav,2,a,naming,48,fence,-1,disfluency,NA,Jan 20 2023 10:32:35,Agnieszka,1
56b10,56b10_session2_lista_naming_trial049_cork.wav,2,a,naming,49,cork,-1,wrong_word,NA,Jan 20 2023 10:32:41,Agnieszka,1
56b10,56b10_session2_lista_naming_trial050_nest.wav,2,a,naming,50,nest,1250,correct,NA,Jan 20 2023 10:32:58,Agnieszka,1
56b10,56b10_session2_lista_naming_trial051_ruler.wav,2,a,naming,51,ruler,1269,correct,NA,Jan 20 2023 10:33:14,Agnieszka,1
56b10,56b10_session2_lista_naming_trial052_judge.wav,2,a,naming,52,judge,1186,correct,NA,Jan 20 2023 10:33:26,Agnieszka,1
56b10,56b10_session2_lista_naming_trial053_drum.wav,2,a,naming,53,drum,1173,correct,NA,Jan 20 2023 10:33:33,Agnieszka,1
56b10,56b10_session2_lista_naming_trial054_scissors.wav,2,a,naming,54,scissors,989,correct,NA,Jan 20 2023 10:33:43,Agnieszka,1
56b10,56b10_session2_lista_naming_trial055_owl.wav,2,a,naming,55,owl,1065,correct,NA,Jan 20 2023 10:33:54,Agnieszka,1
56b10,56b10_session2_lista_naming_trial056_skirt.wav,2,a,naming,56,skirt,954,correct,NA,Jan 20 2023 10:34:04,Agnieszka,1
56b10,56b10_session2_lista_naming_trial057_lung.wav,2,a,naming,57,lung,1138,correct,NA,Jan 20 2023 10:34:14,Agnieszka,1
56b10,56b10_session2_lista_naming_trial058_bone.wav,2,a,naming,58,bone,1008,correct,NA,Jan 20 2023 10:34:23,Agnieszka,1
56b10,56b10_session2_lista_naming_trial059_tattoo.wav,2,a,naming,59,tattoo,1317,correct,NA,Jan 20 2023 10:35:09,Agnieszka,1
56b10,56b10_session2_lista_naming_trial060_fork.wav,2,a,naming,60,fork,1192,correct,NA,Jan 20 2023 10:35:17,Agnieszka,1
56b10,56b10_session2_lista_naming_trial061_heel.wav,2,a,naming,61,heel,1068,correct,NA,Jan 20 2023 10:35:39,Agnieszka,1
56b10,56b10_session2_lista_naming_trial062_apple.wav,2,a,naming,62,apple,1094,correct,NA,Jan 20 2023 10:35:53,Agnieszka,1
56b10,56b10_session2_lista_naming_trial063_basket.wav,2,a,naming,63,basket,998,correct,NA,Jan 20 2023 10:36:03,Agnieszka,1
56b10,56b10_session2_lista_naming_trial064_book.wav,2,a,naming,64,book,1110,correct,NA,Jan 20 2023 10:36:11,Agnieszka,1
56b10,56b10_session2_lista_naming_trial065_mermaid.wav,2,a,naming,65,mermaid,1020,correct,NA,Jan 20 2023 10:36:19,Agnieszka,1
56b10,56b10_session2_lista_naming_trial066_island.wav,2,a,naming,66,island,-1,wrong_word,NA,Jan 20 2023 10:36:27,Agnieszka,1
56b10,56b10_session2_lista_naming_trial067_train.wav,2,a,naming,67,train,1221,correct,NA,Jan 20 2023 10:36:38,Agnieszka,1
56b10,56b10_session2_lista_naming_trial068_squirrel.wav,2,a,naming,68,squirrel,1027,correct,NA,Jan 20 2023 10:37:11,Agnieszka,1
56b10,56b10_session2_lista_naming_trial069_star.wav,2,a,naming,69,star,909,correct,NA,Jan 20 2023 10:37:32,Agnieszka,1
56b10,56b10_session2_lista_naming_trial070_coat.wav,2,a,naming,70,coat,1183,correct,NA,Jan 20 2023 10:37:54,Agnieszka,1
56b10,56b10_session2_lista_naming_trial071_snake.wav,2,a,naming,71,snake,947,correct,NA,Jan 20 2023 10:38:07,Agnieszka,1
56b10,56b10_session2_lista_naming_trial072_flower.wav,2,a,naming,72,flower,989,correct,NA,Jan 20 2023 10:38:16,Agnieszka,1
56b10,56b10_session2_lista_naming_trial073_hippo.wav,2,a,naming,73,hippo,-1,wrong_word,NA,Jan 20 2023 10:38:23,Agnieszka,1
56b10,56b10_session2_lista_naming_trial074_orange.wav,2,a,naming,74,orange,1852,correct,NA,Jan 20 2023 10:38:43,Agnieszka,1
56b10,56b10_session2_lista_naming_trial075_wheelbarrow.wav,2,a,naming,75,wheelbarrow,1326,correct,NA,Jan 20 2023 10:38:52,Agnieszka,1
56b10,56b10_session2_lista_naming_trial076_flag.wav,2,a,naming,76,flag,1157,correct,NA,Jan 20 2023 10:39:01,Agnieszka,1
56b10,56b10_session2_lista_naming_trial077_mountain.wav,2,a,naming,77,mountain,-1,wrong_word,NA,Jan 20 2023 10:39:12,Agnieszka,1
56b10,56b10_session2_lista_naming_trial078_camel.wav,2,a,naming,78,camel,1651,correct,NA,Jan 20 2023 10:40:01,Agnieszka,1
56b10,56b10_session2_lista_naming_trial079_boxer.wav,2,a,naming,79,boxer,1126,correct,NA,Jan 20 2023 10:40:12,Agnieszka,1
56b10,56b10_session2_lista_naming_trial080_lawnmower.wav,2,a,naming,80,lawnmower,1183,correct,NA,Jan 20 2023 10:40:22,Agnieszka,1
56b10,56b10_session2_lista_naming_trial081_windmill.wav,2,a,naming,81,windmill,-1,no_resp,NA,Jan 20 2023 10:40:29,Agnieszka,1
56b10,56b10_session2_lista_naming_trial082_elbow.wav,2,a,naming,82,elbow,1234,correct,NA,Jan 20 2023 10:40:37,Agnieszka,1
56b10,56b10_session2_lista_naming_trial083_tongue.wav,2,a,naming,83,tongue,1075,correct,NA,Jan 20 2023 10:40:46,Agnieszka,1
56b10,56b10_session2_lista_naming_trial084_bracelet.wav,2,a,naming,84,bracelet,1450,correct,NA,Jan 20 2023 10:41:03,Agnieszka,1
56b10,56b10_session2_lista_naming_trial085_flipper.wav,2,a,naming,85,flipper,-1,no_resp,NA,Jan 20 2023 10:41:09,Agnieszka,1
56b10,56b10_session2_lista_naming_trial086_soap.wav,2,a,naming,86,soap,1157,correct,NA,Jan 20 2023 10:41:17,Agnieszka,1
56b10,56b10_session2_lista_naming_trial087_puppet.wav,2,a,naming,87,puppet,-1,wrong_word,NA,Jan 20 2023 10:41:28,Agnieszka,1
56b10,56b10_session2_lista_naming_trial088_pipe.wav,2,a,naming,88,pipe,1266,correct,NA,Jan 20 2023 10:41:37,Agnieszka,1
56b10,56b10_session2_lista_naming_trial089_circle.wav,2,a,naming,89,circle,1027,correct,NA,Jan 20 2023 10:41:49,Agnieszka,1
56b10,56b10_session2_lista_naming_trial090_knife.wav,2,a,naming,90,knife,1154,correct,NA,Jan 20 2023 10:42:02,Agnieszka,1
56b10,56b10_session2_lista_naming_trial091_potato.wav,2,a,naming,91,potato,1087,correct,NA,Jan 20 2023 10:42:14,Agnieszka,1
56b10,56b10_session2_lista_naming_trial092_rabbit.wav,2,a,naming,92,rabbit,1469,correct,NA,Jan 20 2023 10:42:21,Agnieszka,1
56b10,56b10_session2_lista_naming_trial093_kitchen.wav,2,a,naming,93,kitchen,1170,correct,NA,Jan 20 2023 10:42:29,Agnieszka,1
56b10,56b10_session2_lista_naming_trial094_butter.wav,2,a,naming,94,butter,1307,correct,NA,Jan 20 2023 10:42:40,Agnieszka,1
56b10,56b10_session2_lista_naming_trial095_glove.wav,2,a,naming,95,glove,1234,correct,NA,Jan 20 2023 10:42:47,Agnieszka,1
56b10,56b10_session2_lista_naming_trial096_koala.wav,2,a,naming,96,koala,1336,correct,NA,Jan 20 2023 10:43:07,Agnieszka,1
56b10,56b10_session2_lista_naming_trial097_tie.wav,2,a,naming,97,tie,1291,correct,NA,Jan 20 2023 10:43:15,Agnieszka,1
56b10,56b10_session2_lista_naming_trial098_zebra.wav,2,a,naming,98,zebra,1221,correct,NA,Jan 20 2023 10:43:23,Agnieszka,1
56b10,56b10_session2_lista_naming_trial099_dummy.wav,2,a,naming,99,dummy,1081,correct,NA,Jan 20 2023 10:43:34,Agnieszka,1
56b10,56b10_session2_lista_naming_trial100_carrot.wav,2,a,naming,100,carrot,1027,correct,NA,Jan 20 2023 10:43:51,Agnieszka,1
56b10,56b10_session2_lista_naming_trial101_arm.wav,2,a,naming,101,arm,1374,correct,NA,Jan 20 2023 10:44:02,Agnieszka,1
56b10,56b10_session2_lista_naming_trial102_castle.wav,2,a,naming,102,castle,1390,correct,NA,Jan 20 2023 10:44:11,Agnieszka,1
56b10,56b10_session2_lista_naming_trial103_wing.wav,2,a,naming,103,wing,1180,correct,NA,Jan 20 2023 10:44:23,Agnieszka,1
56b10,56b10_session2_lista_naming_trial104_beak.wav,2,a,naming,104,beak,1033,correct,NA,Jan 20 2023 10:44:41,Agnieszka,1
56b10,56b10_session2_lista_naming_trial105_rhino.wav,2,a,naming,105,rhino,1164,correct,NA,Jan 20 2023 10:45:13,Agnieszka,1
56b10,56b10_session2_lista_naming_trial106_bullet.wav,2,a,naming,106,bullet,1294,correct,NA,Jan 20 2023 10:45:22,Agnieszka,1
56b10,56b10_session2_lista_naming_trial107_doughnut.wav,2,a,naming,107,doughnut,1022,correct,NA,Jan 20 2023 10:45:33,Agnieszka,1
56b10,56b10_session2_lista_naming_trial108_bull.wav,2,a,naming,108,bull,1482,correct,NA,Jan 20 2023 10:45:40,Agnieszka,1
56b10,56b10_session2_lista_naming_trial109_whale.wav,2,a,naming,109,whale,1571,correct,NA,Jan 20 2023 10:45:49,Agnieszka,1
56b10,56b10_session2_lista_naming_trial110_tree.wav,2,a,naming,110,tree,1227,correct,NA,Jan 20 2023 10:45:57,Agnieszka,1
56b10,56b10_session2_lista_naming_trial111_avocado.wav,2,a,naming,111,avocado,1145,correct,NA,Jan 20 2023 10:46:19,Agnieszka,1
56b10,56b10_session2_lista_naming_trial112_doctor.wav,2,a,naming,112,doctor,1227,correct,NA,Jan 20 2023 10:46:28,Agnieszka,1
56b10,56b10_session2_lista_naming_trial113_helicopter.wav,2,a,naming,113,helicopter,1205,correct,NA,Jan 20 2023 10:46:44,Agnieszka,1
56b10,56b10_session2_lista_naming_trial114_pineapple.wav,2,a,naming,114,pineapple,1062,correct,NA,Jan 20 2023 10:46:53,Agnieszka,1
56b10,56b10_session2_lista_naming_trial115_suitcase.wav,2,a,naming,115,suitcase,1017,correct,NA,Jan 20 2023 10:47:02,Agnieszka,1
56b10,56b10_session2_lista_naming_trial116_battery.wav,2,a,naming,116,battery,1313,correct,NA,Jan 20 2023 10:47:10,Agnieszka,1
56b10,56b10_session2_lista_naming_trial117_kiwi.wav,2,a,naming,117,kiwi,1138,correct,NA,Jan 20 2023 10:47:22,Agnieszka,1
56b10,56b10_session2_lista_naming_trial118_shield.wav,2,a,naming,118,shield,1138,correct,NA,Jan 20 2023 10:47:34,Agnieszka,1
56b10,56b10_session2_lista_naming_trial119_zip.wav,2,a,naming,119,zip,1135,correct,NA,Jan 20 2023 10:47:41,Agnieszka,1
56b10,56b10_session2_lista_naming_trial120_shoe.wav,2,a,naming,120,shoe,1062,correct,NA,Jan 20 2023 10:47:49,Agnieszka,1
56b10,56b10_session2_lista_naming_trial121_goat.wav,2,a,naming,121,goat,1291,correct,NA,Jan 20 2023 10:48:00,Agnieszka,1
56b10,56b10_session2_lista_naming_trial122_lamp.wav,2,a,naming,122,lamp,1090,correct,NA,Jan 20 2023 10:48:08,Agnieszka,1
56b10,56b10_session2_lista_naming_trial123_tap.wav,2,a,naming,123,tap,1078,correct,NA,Jan 20 2023 10:48:16,Agnieszka,1
56b10,56b10_session2_lista_naming_trial124_shower.wav,2,a,naming,124,shower,903,correct,NA,Jan 20 2023 10:48:24,Agnieszka,1
56b10,56b10_session2_lista_naming_trial125_queen.wav,2,a,naming,125,queen,1011,correct,NA,Jan 20 2023 10:48:32,Agnieszka,1
56b10,56b10_session2_lista_naming_trial126_dice.wav,2,a,naming,126,dice,1234,correct,NA,Jan 20 2023 10:48:39,Agnieszka,1
56b10,56b10_session2_lista_naming_trial127_butterfly.wav,2,a,naming,127,butterfly,1508,correct,NA,Jan 20 2023 10:48:48,Agnieszka,1
